coordinates,created_at,hashtags,media,urls,favorite_count,id,in_reply_to_screen_name,in_reply_to_status_id,in_reply_to_user_id,lang,place,possibly_sensitive,retweet_count,reweet_id,retweet_screen_name,source,text,tweet_url,user_created_at,user_screen_name,user_default_profile_image,user_description,user_favourites_count,user_followers_count,user_friends_count,user_listed_count,user_location,user_name,user_screen_name,user_statuses_count,user_time_zone,user_urls,user_verified
"12.54320025,55.96930342",Sun Jul 26 06:49:08 +0000 2020,louisianamuseumofmodernart,,https://www.instagram.com/p/CDGHgy3BrkM/?igshid=13wtseoua48w1,2,1287278762816679937,,,,en,"Fredensborg, Danmark",false,1,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>",Sound checking for a Covid friendly concert among the sculptures at Louisiana Museum of Modern Art. Duo concert with old timer Andreas Brantelid. Kol Nidrei by Max Bruch 🎼#louisianamuseumofmodernart @ Louisiana… https://t.co/C9yAMmhGQs,https://twitter.com/MogensenBjarke/status/1287278762816679937,Thu Sep 07 10:01:57 +0000 2017,MogensenBjarke,false,,31,73,34,0,,Bjarke Mogensen,MogensenBjarke,99,,,false
"-79.2971,43.6673",Sun Jul 26 05:01:42 +0000 2020,covid_19 cityscape photodocumentary ig_street urbanstreetphotography urbanstreetphotogallery streetphotographer spicollective,,https://www.instagram.com/p/CDF8LEOn2yf/?igshid=1aluvzah0l03x,0,1287251725976588288,,,,en,"Toronto, Ontario",false,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","Upon which revolutions were raised... #covid_19 -  Toronto - June 25, 2020
'
'
'
'
'
'
'
#cityscape #photodocumentary #ig_street #urbanstreetphotography #urbanstreetphotogallery #streetphotographer  #spicollective… https://t.co/dSajtyz9uU",https://twitter.com/limnephilidae/status/1287251725976588288,Mon May 19 06:41:43 +0000 2008,limnephilidae,false,Always looking for that phase transition....,303,166,403,6,"Toronto, Ontario",limnephilidae,limnephilidae,4702,,,false
"76.2097,10.5199",Sun Jul 26 06:27:31 +0000 2020,iphotography shobology onlyinindia jeansupcycled denim mother mommade handmade recycledfashion quarantine,,https://www.instagram.com/p/CDGF_j5j70l/?igshid=666ow5et9tdb,0,1287273325081878529,,,,en,"Trissur, India",false,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","I think my mother has had enough of me. By the looks of it, things are being transfigured. #iphotography #shobology #onlyinindia #jeansupcycled #denim #mother #mommade #handmade #recycledfashion #quarantine @ Thrissur https://t.co/hRj4jeVZG0",https://twitter.com/prashobravi/status/1287273325081878529,Thu Feb 05 19:51:53 +0000 2009,prashobravi,false,MixTape Extraordinaire #Architect #Adman #iPhotographer #Drummer #Marketer #Communications #Human #pearljammer @wipro,6682,166,233,30,bangalore,praz,prashobravi,3759,,https://www.linkedin.com/in/prashob-ravi-7337a35,false
"-2.58333,51.45",Sun Jul 26 06:37:09 +0000 2020,parklife socialdistancing stayintheheart park bristol loveheart saturdayscenes,,https://www.instagram.com/p/CDGHGMClcVm/?igshid=7au2iycs9umf,0,1287275747380346887,,,,en,"Bristol, England",false,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","#parklife #socialdistancing #stayintheheart #park #bristol #loveheart #saturdayscenes @ Bristol, United Kingdom https://t.co/yZVLZWdAz7",https://twitter.com/MsAgathaSleuth/status/1287275747380346887,Wed Feb 08 22:49:07 +0000 2012,MsAgathaSleuth,false,Loves to Hum/From the North East Coast/Resides in Nottingham and Co-author of the unpublished novel 'The Wrong Shoes for Love'... @wrongshoes4love,2393,433,1360,31,"Nottingham, England",Marwood,MsAgathaSleuth,13692,,,false
"21.008333,52.232222",Sun Jul 26 05:33:04 +0000 2020,liveleak,,https://www.liveleak.com/view?t=srE1C_1595738524,0,1287259623255310336,,,,en,"Warsaw, Poland",false,0,,,"<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot 3 for iΟS</a>",#liveleak Thousands of Thais rush to sell gold as price soars amid Covid-19 economic... https://t.co/FtOlbiSZm2,https://twitter.com/pidybi/status/1287259623255310336,Sat Mar 30 17:25:49 +0000 2013,pidybi,false,🙉🙈🙊,60,510,423,273,"Warszawa, Polska",𝔓𝔦𝔬𝔱𝔯 𝔇𝔶𝔟𝔦𝔢𝔠,pidybi,567983,,https://revolut.com/referral/piotr9jr,false
"77.75,12.9667",Sun Jul 26 06:31:13 +0000 2020,walkerevans brollies umbrellaellaella bookstagram books home lockdown bangalore bengaluru,,https://www.instagram.com/p/CDGGaxEpxUn/?igshid=nvhsv1k4h84z,0,1287274255210741762,,,,en,"Bengaluru South, India",false,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","Cornered? Make it cozy. #walkerevans #brollies #umbrellaellaella #bookstagram #books #home #lockdown #bangalore #bengaluru @ Whitefield, Karnataka, India https://t.co/EebekgpCw1",https://twitter.com/beingshivashiva/status/1287274255210741762,Sun Dec 16 01:58:06 +0000 2007,beingshivashiva,false,"Digital Product Design #Brand #UX strategist - #content, #ecommerce, #mobile, #social and #advertising. #startups mentor.",498,1136,1269,132,India,shivashivashiva.in,beingshivashiva,4557,,http://www.shivashivashiva.in,false
"139.77,35.68",Sun Jul 26 05:24:56 +0000 2020,,,https://www.instagram.com/p/CDF-1R-DWvw/?igshid=jrmmbpqxtqnq,3,1287257575914971136,,,,en,"Chuo-ku, Tokyo",false,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","I am so happy😍Yesterday I got a gift from my son☺️He bought this nit for Mothers day🤭but it used 3 months for corona Virus🥶And tomorrow is my birthday😆🌟💖😻 場所: Tokyo, Japan https://t.co/heogNPoZOF",https://twitter.com/kazum0t0sasa/status/1287257575914971136,Fri Apr 03 14:18:02 +0000 2015,kazum0t0sasa,false,映画好きですが、偏愛かも。詳しいわけではありません。息子18才を溺愛してます。これは否めません。大阪大好き💕関西大好き💕 関西弁を違和感なく話せることが目標です。 25才からアメリカ🇺🇸France🇫🇷静岡🇯🇵武士🗻のクウォーターになったらしいです🌟やたら話しかけますが無視してOK🙆🏻‍♀️です,60438,314,312,1,江戸,レイルズCrazy for Cinema,kazum0t0sasa,10864,,,false
"151.42463845,-33.49902055",Sun Jul 26 05:37:45 +0000 2020,,,https://www.instagram.com/p/CDF_aFNAzyd/?igshid=1h3cznowt422o,1,1287260798436478977,,,,en,"Central Coast, New South Wales",false,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","TONIGHT it’s a special NOTHING BUT THE 00’s edition of LOCKDOWN. Tune in to @twitch or @mixcloud from 7:00pm Sydney time for the LIVE STREAM with @djkobyjustice and @iamdjtask 🎧⁣
⁣
Here are the links;⁣
⁣
🙏🏻… https://t.co/6a2DXeqpWw",https://twitter.com/abs_infinity/status/1287260798436478977,Tue Nov 03 20:58:15 +0000 2009,abs_infinity,false,Absolute Infinity has been trading in Australia since 1989. We provide professional Disc Jockey and Entertainer placement across the planet.,0,1809,2108,30,Sydney in NSW,Absolute Infinity,abs_infinity,13311,,http://www.absoluteinfinity.com.au,false
"-122.1633,37.4441",Sun Jul 26 05:41:27 +0000 2020,,,https://www.instagram.com/p/CDGAuSvB8UR/?igshid=w2ueud1q4k7n,0,1287261729219543041,,,,en,"Palo Alto, CA",false,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","Happy 3rd Birthday to our sweet little Miss Margaret.  Her current interests include Paw Patrol, Frozen, pretty dresses and popsicles.  She has weathered the Covid storm pretty well, but it's so sad when she asks if… https://t.co/A7tPzvkF9j",https://twitter.com/Lindsaykell/status/1287261729219543041,Mon May 12 22:09:54 +0000 2008,Lindsaykell,false,Livin' and lovin' the Bay Area!,10,126,419,4,"Fremont, Ca",Lindsaykell,Lindsaykell,317,,,false
"77.219672,28.631747",Sun Jul 26 05:34:46 +0000 2020,pizza dominoes dominoespizza covid19 weekendvibes weekendfood,,https://www.instagram.com/p/CDF_odVlYQ9/?igshid=rmb011jtltko,1,1287260047547006976,,,,en,"New Delhi, India",false,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","Easy, Chessy, and Beautiful 💜🍕
.
.
.
❌❌❌No repost ❌❌❌
.
.
.
Do follow @PlateOfDelight for more food updates and stay at home, stay safe
.
.
.
#pizza #dominoes #dominoespizza #covid19 #weekendvibes #weekendfood… https://t.co/vsiOVRXBch",https://twitter.com/PlateOfDelight/status/1287260047547006976,Fri Mar 21 08:18:22 +0000 2014,PlateOfDelight,false,Blogger,60,63,175,0,"New Delhi, India",Platefullofdelight,PlateOfDelight,619,,http://platefullofdelight.com,false
"27.9667,-26.05",Sun Jul 26 06:06:32 +0000 2020,ABlessedSundayToYall,,https://www.instagram.com/p/CDGDmAYjfJe/?igshid=75znddgyjhje,0,1287268045036105728,,,,en,"Randburg, South Africa",false,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","#ABlessedSundayToYall😇

As we go thru the darkest hour of our lives due to the COVID-19 Pandemic, let's not give up hope, there are bright hours ahead, keep safe, observe physical distancing, keep social engagements,… https://t.co/NuyMX0iYA1",https://twitter.com/fundilen/status/1287268045036105728,Mon Nov 08 09:05:02 +0000 2010,fundilen,false,"Specialist Family Physician, Business Leader, HealthCare Entrepreneur, Social Commentator; Soccer&Rugby fan, Rural Boy @ Heart; Passion 4 Making +ve difference",1615,770,548,19,"Johannesburg, South Africa",Fundile Nyati,fundilen,3418,,http://www.phs-world.co.za,false
"-117.750158,34.057766",Sun Jul 26 05:33:14 +0000 2020,howlinwolf whiskey beer wordswithfriends2 guitar quarantine,,https://www.instagram.com/p/CDF_yMzBkpHgy-Oyaur6MpKrjaGp9C1cPWqDUQ0/?igshid=4uopl5i7lvs9,0,1287259664141488128,,,,en,"Pomona, CA",false,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","Backyard Saturday night’s all right. #howlinwolf #whiskey #beer #wordswithfriends2 #guitar #quarantine @ Pomona, California https://t.co/myFcm97h2n",https://twitter.com/MickRhodestweet/status/1287259664141488128,Wed Aug 25 06:33:43 +0000 2010,MickRhodestweet,false,"Song and dance man, father, journalist, tube geek",9,47,66,1,"Pomona, California, USA",Mick Rhodes,MickRhodestweet,864,,http://www.mickrhodes.com,false
"-74.0064,40.7142",Sun Jul 26 06:50:20 +0000 2020,Cisco resellers COVID19,,https://www.instagram.com/p/CDGIm0xnQMc/?igshid=4u79u6bfzgs,0,1287279067507462144,,,,en,"Manhattan, NY",false,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","I am looking for Cisco Gold Partners with customers in the US, especially if you are quoting hardware and services. DM to talk about an amazing business boost in today's difficult economy

#Cisco #resellers #COVID19… https://t.co/JCwbvVbfV5",https://twitter.com/AmiV2/status/1287279067507462144,Mon Jul 14 06:25:57 +0000 2008,AmiV2,false,Personal account: biz @StrataVARnews digital mekt https://t.co/A8Tp5NvOBr Social media Content writer/publisher  Digital marketing  @amiv2 📚🔊🎧,46986,3175,4969,934,Internet,Ami Vider,AmiV2,71285,,https://linkedin.com/in/avider,false
"-92.4592,31.2928",Sun Jul 26 05:44:23 +0000 2020,,,https://www.instagram.com/p/CDGBDt_giVJ/?igshid=rpt48gvsvm3v,0,1287262468377645056,,,,en,"Alexandria, LA",false,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","Love Life 💚 Fuck a Pandemic🤞🏽 @ Alexandria, Louisiana https://t.co/tALkceRBVv",https://twitter.com/LIL_Munchiee/status/1287262468377645056,Sun Apr 18 20:36:13 +0000 2010,LIL_Munchiee,false,IG: YunggSupremee,186,673,807,0,"Dallas, TX",Yung $upreme,LIL_Munchiee,3498,,https://linktr.ee/yunggsupremee,false
"-0.655234,50.786005",Sun Jul 26 06:41:27 +0000 2020,beachcroftbeachhuts beachcrofthotel,,https://www.instagram.com/p/CDGHlgqFAqF/?igshid=1r1rrf06mhyau,0,1287276830425264128,,,,en,"Bognor Regis, England",false,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","AD | My review of the beautiful beachcroftbeachhuts is live on my blog now 🌊 head to the link in my bio to find out more about the perfect post lockdown staycation!

#beachcroftbeachhuts #beachcrofthotel… https://t.co/ZHFOVxloy5",https://twitter.com/Coco_Travels/status/1287276830425264128,Sun Oct 23 17:24:38 +0000 2011,Coco_Travels,false,Exploring the world one adventure at a time📍Prone to wanderlust 🌎 🔜 #Glamping 🇬🇧 #Wales 🏴󠁧󠁢󠁷󠁬󠁳󠁿 #USA 🇺🇸🤞👩‍💻 contact: samantha_wragg@hotmail.com,21407,2723,1614,108,Chesterfield,Samantha Wragg,Coco_Travels,40446,,https://youtu.be/o_z1qF9Vs9c,false
"-115.149,36.1675",Sun Jul 26 06:47:39 +0000 2020,,,https://www.instagram.com/p/CDGITG-n2Vo/?igshid=1pa3ir9ffkbq4,0,1287278390614077441,,,,en,"Las Vegas, NV",false,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>",COVID Wedding solutions! Couples are getting married outside at majestic locations and they are renting motor homes instead of flying and staying in hotel rooms. No matter what our weddings are fun and safe so book… https://t.co/WzmjkcMfZp,https://twitter.com/TreyTomsik/status/1287278390614077441,Fri Feb 28 17:13:03 +0000 2014,TreyTomsik,false,Professional photographer & owner of Tomsik Photography & https://t.co/EzzONFfy3v with my son Dylan Tomsik,6,15,5,0,Las Vegas,Trey Tomsik,TreyTomsik,395,,http://ScenicLasVegasWeddings.com,false
"-86.78428888,36.15248189",Sun Jul 26 05:39:14 +0000 2020,,,https://www.instagram.com/p/CDGAeFplpdO/?igshid=1f67epj0ol1rz,0,1287261172065067008,,,,en,"Nashville, TN",false,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","Had to take the garbage out! Figured I’d take a pic, on the way back!

Herd (that’s a double smart ass joke), they were supposed to be a pandemic 4th floor pool party soon! 😂 @ The Gulch https://t.co/eIyLSmwPn5",https://twitter.com/artjoyce/status/1287261172065067008,Tue Mar 03 16:12:24 +0000 2009,artjoyce,false,,67,146,187,2,"Nashville, TN",Art Joyce,artjoyce,218,,,false
"121.083,14.3333",Sun Jul 26 05:24:35 +0000 2020,lockdown staysafe,,https://www.instagram.com/p/CDF-ywIn4WGWqrzlDQ8FHYY315_xZfMRfyBLgQ0/?igshid=tp099ny4j2v8,0,1287257487054458881,,,,en,"Binan City, Calabarzon",false,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","Happy Sunday 🙏🏻
ECQ ulit for 1week.
#lockdown #staysafe @ Biñan City https://t.co/ynKNfz5ipk",https://twitter.com/akoposiraptor/status/1287257487054458881,Sun Oct 07 12:09:47 +0000 2012,akoposiraptor,false,"🍾📸🍕🍗🍔🍟🍝🍜🍺🍰🍩🍹🧀🌯🍛🍏🍎🍆🍇🇵🇭

5'9 | 28 | mabait | matangkad | cute",136,3,107,0,Binan City,Raptor Full,akoposiraptor,158,,https://m.youtube.com/channel/UCPixDqdDdZ2XO8VDGrWzd8Q,false
"144.3603,-38.1484",Sun Jul 26 05:11:46 +0000 2020,covid19 CoryTalksPod,,https://www.instagram.com/p/CDF9U05nrnC/?igshid=ly1o3icw5p1g,1,1287254259206062085,,,,en,"Geelong, Victoria",false,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","For those who have already downloaded and listened to the latest episode of the show, earlier I got the news from my doctor that I did not test positive for #covid19 which I am very thankful for.

#CoryTalksPod… https://t.co/iMjCJgI9sr",https://twitter.com/CoryTalksPod/status/1287254259206062085,Sat May 09 05:23:36 +0000 2020,CoryTalksPod,false,"Cory O’Connor. Podcaster and podcast listener. #CoryOC #CoryTalksPod on Apple & Google Podcasts, Spotify, Whooshkaa",1335,82,83,0,"Geelong, Australia",Cory Talks Podcast,CoryTalksPod,462,,https://corytalks.com,false
"-87.632496,41.883222",Sun Jul 26 05:35:48 +0000 2020,chicago covid19 chicagogram chicago wearamask police policethepolice shotoniphone,,https://www.instagram.com/p/CDGAE61nyJt/?igshid=1ncjabehg8tac,0,1287260308801597440,,,,en,"Chicago, IL",false,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","Today... this feels different.
.
#chicago #covid19 #chicagogram  #chicago #wearamask #police #policethepolice #shotoniphone @ Chicago, Illinois https://t.co/3kkKoCASRb",https://twitter.com/bob_davidson/status/1287260308801597440,Sat Jan 10 19:55:29 +0000 2009,bob_davidson,false,Creative Producer & Storyteller @Rule29. Owner of @bberrymarket. Co-founder of @rednow. Father of 3. Advocate of palindromes.,165,572,170,17,Chicagoland Land,Bob Davidson,bob_davidson,3971,,http://blackberry.is,false
"80.3269,26.4421",Sun Jul 26 04:57:19 +0000 2020,WFH workfromhome workinprogress workworkwork,,https://www.instagram.com/p/CDF7q--jdHl-nq7c-n9jTB-9F60p4ie4fhs_kE0/?igshid=1afyzpnby3n2f,1,1287250624975904770,,,,en,"Kanpur, India",false,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","Tech conversation with Dad!!!! 😁😁😁😁
#WFH #workfromhome #workinprogress #workworkwork @ Kanpur, Uttar Pradesh https://t.co/DT177eHUT2",https://twitter.com/gaurangtalati/status/1287250624975904770,Thu Jun 04 10:32:09 +0000 2009,gaurangtalati,false,"Love all😍..Trust a few😏..Do wrong to none😇
Tweets/Re-tweets are just my views !!!!😎",335,236,400,3,"Pune, India",Gaurang Talati,gaurangtalati,1115,,,false
