coordinates,created_at,hashtags,media,urls,favorite_count,id,in_reply_to_screen_name,in_reply_to_status_id,in_reply_to_user_id,lang,place,possibly_sensitive,retweet_count,reweet_id,retweet_screen_name,source,text,tweet_url,user_created_at,user_screen_name,user_default_profile_image,user_description,user_favourites_count,user_followers_count,user_friends_count,user_listed_count,user_location,user_name,user_screen_name,user_statuses_count,user_time_zone,user_urls,user_verified
"3.53114158,6.44238183",Fri Jul 24 06:06:22 +0000 2020,Covid19,,https://www.instagram.com/p/CDA5-71Fuya/?igshid=cuvxbo1elwvr,0,1286543225939873793,,,,en,"Victoria Island, Nigeria",false,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","Shout out to the lates couple in town 
#Covid19 can't stop of vission for #2020  
Congratulations to you fam ❤
Thanks for making us part of your love story
God bless your home 
A D E P L U S  B E S P O K E 
• 
•… https://t.co/0JOatqrqd2",https://twitter.com/adeplusclothing/status/1286543225939873793,Sat Jul 21 04:49:28 +0000 2018,adeplusclothing,false,"SPRING OUTFITS FOR BLACK MEN 
•
IG @adeplus_ng 
•
📧adeplus.ng@gmail.
•
S T R I C T L Y B Y A P P O I N T M E N T
•
📞+234813 919 1165",427,65,124,0,"Lekki Lagos, Nigeria.",adeplus_ng,adeplusclothing,300,,http://adeplus.com,false
"80.9381,26.8388",Fri Jul 24 05:35:13 +0000 2020,jobs jobsearch jobsinlko covid19 success lucknowblogger lucknow_igers lucknowcity lucknowtimes lucknowjobseekers lucknowdiaries lucknow,,https://www.instagram.com/p/CDA2at2FI7J/?igshid=1vcgwyzobpwki,0,1286535385133256706,,,,en,"Lucknow, India",false,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","We will work together for your bright future.

Connect with us

#jobs #jobsearch #jobsinlko #covid19 #success #lucknowblogger #lucknow_igers #lucknowcity #lucknowtimes #lucknowjobseekers #lucknowdiaries #lucknow… https://t.co/Omm8eNEnlY",https://twitter.com/lkoplacement/status/1286535385133256706,Sat Dec 23 17:01:06 +0000 2017,lkoplacement,false,The most prominent and dedicated Human Resources Consultancy in Lucknow since 1999.,49,17,197,0,"Lucknow, India",Oriental Consultants,lkoplacement,47,,http://orientalconsultants.in/,false
"7.5236097,9.0403757",Fri Jul 24 06:16:48 +0000 2020,,https://twitter.com/ECOWASParliamnt/status/1286545852782252032/photo/1,https://www.dailytrust.com.ng/nigeria-4-other-countries-responsible-for-80-of-covid-19-cases-in-west-africa.html https://www.dailytrust.com.ng/nigeria-4-other-countries-responsible-for-80-of-covid-19-cases-in-west-africa.html,3,1286545852782252032,,,,en,"Abuja, Nigeria",false,0,,,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>","The DG of WAHO, while making presentation to Parliament, said that, as at July 16, five countries recorded 84,118,(80% ) out of the 96,936 cases in the region.They are: Nigeria, Ghana, Cote d’Ivoire, Senegal and Guinea.

Read more: https://t.co/qbxeADoyFR
https://t.co/qbxeADoyFR https://t.co/lUlhGz9aZr",https://twitter.com/ECOWASParliamnt/status/1286545852782252032,Fri Oct 04 17:25:57 +0000 2013,ECOWASParliamnt,false,"Official account of ECOWAS Parliament. Managed by the Communication Division. Get latest info on Parliament. 
Facebook/ecowasparliament . YouTube/ ECOPARL TV.",7797,7545,250,39,"Abuja, Nigeria",ECOWAS Parliament,ECOWASParliamnt,3275,,http://www.parl.ecowas.int/,false
"116.44930743,39.91569537",Fri Jul 24 06:20:12 +0000 2020,jamaicablue centralpark centralparkbeijing,,https://www.instagram.com/p/CDA7kY9scDn/?igshid=1g7hcdrks1t7p,0,1286546707749240833,,,,en,"Beijing, People's Republic of China",false,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","Beijing’s lockdown killed a lot of businesses, including the 711 that opened in Central Park last fall. Thankfully my local hangout spot survived.
.
#jamaicablue #centralpark #centralparkbeijing… https://t.co/omPbpSNSph",https://twitter.com/dmlworx/status/1286546707749240833,Thu Nov 27 15:22:16 +0000 2008,dmlworx,false,"Web Designer, Graphic Artist, Illustrator, Instructor",896,141,193,34,"New York, NY",David M. Littlefield,dmlworx,5221,,http://www.dmlworx.com,false
"73.8567,18.5203",Fri Jul 24 05:55:42 +0000 2020,,,https://www.instagram.com/p/CDA4wvTBoc0/?igshid=1cpbqp9j1li6q,0,1286540539949654016,,,,en,"Pune, India",false,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","Before the 10 days lockdown, I received a set of masalas to try from saffron_at_home - @cdzope 

Last evening I used half portion of the Malwani masala.

Simply sauted a medium sized onion and mixed the masala,… https://t.co/RPWXWgXiKo",https://twitter.com/FoodProwl/status/1286540539949654016,Tue Jun 23 08:12:49 +0000 2015,FoodProwl,false,"Food Reviews & Consulting / https://t.co/3L6aqzLY6v
Follow us on Instagram: @FoodProwl /
Insta Tag: #FoodProwl /
FB Group: Pune Food Bloggers Guild",3417,1253,2,83,"Pune, India",Food Prowl,FoodProwl,3934,,http://www.foodprowl.com,false
"3.2695055,50.81886932",Fri Jul 24 05:39:09 +0000 2020,focused kortrijk covid19 virus,,https://www.instagram.com/p/CDA23jTjMbs/?igshid=y9va0ozceqc2,0,1286536376553439232,,,,en,"Kortrijk, België",false,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","People!! No...the virus covid19 is not on holiday, please stay #focused @chocofondeur #kortrijk #covid19 #virus @ Share what is great and good in the world! https://t.co/5QlZwBRcBv",https://twitter.com/chocofondeur/status/1286536376553439232,Thu Feb 11 20:06:09 +0000 2010,chocofondeur,false,"Geert Vercruysse is bewust niet zo'n mediaheld als zijn Belgische  collega-corryfeeën P.M. of D.P., hij is wel een meester in verfijning.",2882,727,179,33,"Kortrijk, België",Vercruysse Geert Chocolaterie-Patisserie,chocofondeur,9381,,http://www.patisserievercruysse.be,false
"-6.28034668,53.36853317",Fri Jul 24 05:42:32 +0000 2020,,,http://dlvr.it/RcG3ff,0,1286537227632128000,,,,en,"Dublin City, Ireland",false,1,,,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>","Stigmabase —  Ireland must learn to live with 'new normal' of Covid-19, says chief doctor: Dr Henry said he supports people getting back to work but said that apart from individual responsibility, employers have a responsibility to ensure their ... View… https://t.co/v8KppIjDPE",https://twitter.com/Pairsonnalites/status/1286537227632128000,Thu Apr 29 13:56:48 +0000 2010,Pairsonnalites,false,Americas — United Kingdom  | Keeping up-to-date on global exclusion — Stigmabase is an internet non-profit Initiative,0,4213,3910,271,Americas | United Kingdom,Stigmabase | ORG,Pairsonnalites,1648485,,https://edu.stigmabase.org/,false
"103.86038,1.30087",Fri Jul 24 05:56:06 +0000 2020,throwback covid19musings socialdistancing circuitbreakersgphase2,,https://www.instagram.com/p/CDA4sVPnJ6s/?igshid=1gjti1nlmm2bu,0,1286540642471088128,,,,en,"Central Region, Singapore",false,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","#throwback to a bit of laughter at the gym a few weeks ago during boxing training. 🤣

Me:  What are you doing?

The coach:  Social distancing.

🤣🤣🤣🤣🤣

#covid19musings #socialdistancing #circuitbreakersgphase2… https://t.co/szFX2AaRM2",https://twitter.com/SunGoddessTarot/status/1286540642471088128,Sun Feb 19 05:25:08 +0000 2012,SunGoddessTarot,false,"Marketing, PR pro, Freelance Sports Journo, Blogger, Boxer, Tarotist, Numerologist. Views expressed are mine. https://t.co/k3zdwpdK12.",1862,987,642,114,singapore,Joanna Ash,SunGoddessTarot,20866,,http://www.sungoddesstarot.com,false
"76.13070022,34.5542402",Fri Jul 24 04:26:13 +0000 2020,,,https://www.instagram.com/p/CDAuhgWl4P1/?igshid=1t7gg5qg6znmr,1,1286518023285813248,,,,en,Jammu And Kashmir,false,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","EC Health @LAHDC_K M Ali Chandan conducts visit of sites for construction of new PHCs at Shargole, Panikhar &amp; Covid Hospital with Director Health utladakh
Directed CMO Kargil to complete the  minor works to keep the… https://t.co/77x8X8n2H0",https://twitter.com/theladakh11/status/1286518023285813248,Wed Dec 19 11:55:14 +0000 2018,theladakh11,false,We Brings daily updates to you !,220,97,36,0,Jammu And Kashmir,THE LADAKH,theladakh11,815,,https://www.youtube.com/c/THELADAKH,false
"-0.1094,51.5141",Fri Jul 24 06:13:43 +0000 2020,,,https://www.instagram.com/p/CDA606znqp3/?igshid=1uls5pdxk34iv,0,1286545076299223041,,,,en,"City of London, London",false,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","Happy Friday.....

Anyone got any plans for the weekend?
At the moment I’m feeling like there’s not enough hours in the day. Also trying to figure out how I managed pre-lockdown.

This weekend i will be:
*sorting… https://t.co/ajWTnGpuZG",https://twitter.com/patriciajonesTV/status/1286545076299223041,Tue Nov 23 00:55:08 +0000 2010,patriciajonesTV,false,"Co-Founder of The Style Sessions. Our goal is to build your style confidence,whether it’s at one of our workshops,socials or at your own personal style session.",288,720,299,15,London,Patricia Jones,patriciajonesTV,4490,,http://www.thestylesessions.net,false
"54.60521579,24.4673948",Fri Jul 24 05:39:26 +0000 2020,UFCFightIsland InAbuDhabi WHotel Covid19 CovidTesting DJALMF3,,https://www.instagram.com/p/CDA25zUFmnz/?igshid=1pkczloj1de31,0,1286536446153719813,,,,en,"Abu Dhabi, United Arab Emirates",false,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>",It’s that time again 😷  #UFCFightIsland #InAbuDhabi #WHotel #Covid19 #CovidTesting #DJALMF3 @ W Abu Dhabi – Yas Island https://t.co/haxbk1yE0P,https://twitter.com/DJALMF3/status/1286536446153719813,Thu Apr 16 06:39:35 +0000 2009,DJALMF3,false,"AL3: Arena Rocker, Show Stopper & Official DJ of the UFC! Keepin real DJs off the endangered species list, one show at a time. 

bookings@al3.com",108,6117,441,67,"Phx, AZ",Albert Lineses III,DJALMF3,15681,,http://www.AL3.com,false
"-61,14.66666667",Fri Jul 24 04:49:03 +0000 2020,License Coronavirus Covid19 Evil Virus Cartoon Character FaceMask Vectorillustration BluedarkArt,,https://www.instagram.com/p/B_aUjr7nXiS/?igshid=12c59k46ssfkh,0,1286523769469665288,,,,en,Martinique,false,1,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>",#License SOLD again! Thank You! 🟢 #Coronavirus #Covid19 #Evil #Virus #Cartoon #Character with #FaceMask #Vectorillustration © #BluedarkArt TheChameleonart 👉… https://t.co/6OhPSH5euG,https://twitter.com/bluedarkArt/status/1286523769469665288,Sat Mar 12 18:08:34 +0000 2011,bluedarkArt,false,"Graphic Designer & Photographer. I love Nature, Animals, Sun, Bright Colors ☀ ...but my Dark Side is not so far... 
http://t.co/6xaxAnoG71",6013,3213,2029,483,,bluedarkArt,bluedarkArt,141447,,http://bluedarkart.wixsite.com/bluedarkart,false
"-111.789,33.35",Fri Jul 24 06:15:55 +0000 2020,,,https://www.instagram.com/p/CDA7E3pAvp8/?igshid=fbdsccowry58,13,1286545627149750272,,,,en,"Gilbert, AZ",false,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","These are hard days, my partner in crime had a rough day, today (2 COVID patients in the ICU, 1 of them on a vent), send her some ❤️.  It was only 89F degrees this evenong (😂) and we had a nice bike ride tonight. Of… https://t.co/l2OdAdRHK9",https://twitter.com/drrcpatel/status/1286545627149750272,Sat Apr 04 20:16:38 +0000 2009,drrcpatel,false,"CarbNiteSolution/CarbBackloading Interest in CVD/DM prevention/treatment, treating mental health issues w/ Nutrient Therapy.",11807,3096,838,106,"Gilbert, Arizona",Dr.NO,drrcpatel,10628,,,false
"104.93112266,11.56368419",Fri Jul 24 05:38:07 +0000 2020,tourtheplanet meettheworld,,https://www.instagram.com/p/CDA2vyNpnlh/?igshid=b6u0nwxemz73,1,1286536115327991808,,,,en,Cambodia,false,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","Mural painting in Royal Palace - taken just one day before lockdown.
😊😷🙋‍♂️💯🇰🇭🤣
Royal Palace is still closed for visitors 
.
.
.
.
#tourtheplanet
#meettheworld… https://t.co/y9BNoyD1nw",https://twitter.com/munichasia/status/1286536115327991808,Mon Apr 12 15:20:33 +0000 2010,munichasia,false,,127,75,394,7,Munich and Asia,Wolfgang Zehnter,munichasia,4793,,https://www.instagram.com/wolfgang_zehnter/,false
"120.31982942,16.61713111",Fri Jul 24 04:52:39 +0000 2020,,,https://www.instagram.com/p/CDAxjEoFQVX/?igshid=z7ef66lg3j8y,0,1286524672687902720,,,,en,"San Fernando City, Ilocos Region",false,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","It's beginning to look a lot like Christmas! 🎄🎄🎄

Embracing Christmas spirit this time of pandemic, bringing you our Home of happiness, goodness and smile… https://t.co/sQ1EYwnM3g",https://twitter.com/HH_deilokoBALAY/status/1286524672687902720,Wed Sep 07 07:29:59 +0000 2011,HH_deilokoBALAY,false,the best place to visit and eat in La Union! @HH_deilokoBALAY,0,151,0,0,"San Fernando City, La Union",HaloHalodeilokoBALAY,HH_deilokoBALAY,2474,,,false
"73.69949,24.58782",Fri Jul 24 05:38:16 +0000 2020,,,https://www.instagram.com/p/CDA2w6unTRl/?igshid=h8lwphct4ehh,0,1286536153605210112,,,,en,"Udaipur, India",false,1,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","We have started our trips , we ensure safety and security from covid-19. Private car with pre sanitization will be used. details available on profile link @wanderwomaniya_ 

Date: 14 - 17 Aug 

Stay at A Luxury… https://t.co/rVOtexRkeu",https://twitter.com/WanderWomaniya_/status/1286536153605210112,Thu May 17 09:46:15 +0000 2018,WanderWomaniya_,false,"Official account of Wander Womaniya
Global travel planner exclusively for solo women! Women Travel Groups | Solo trips for Girls & Women | Girls Traveling Solo",1323,486,1656,2,"New Delhi, India",Women Travel Groups by Wander Womaniya™,WanderWomaniya_,3621,,https://www.wanderwomaniya.com,false
"-119.91304354,39.53206647",Fri Jul 24 05:39:14 +0000 2020,,,https://www.instagram.com/p/CDA24PCpjeYrsRe3Z1_K6c05WJhd6EvsB4LVsM0/?igshid=1r8o7nnmpk9qm,1,1286536398384832513,,,,en,"Reno, NV",false,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>",🚨🚨HOLE IN ONE ALERT🚨🚨. Covid cups and a late opening day isn’t stopping these vibes. Jose Fernandez still has that magic. Been watching the fish since a youngin!! Go get that W Boys!… https://t.co/DOQjnshiP6,https://twitter.com/The_Rory_12/status/1286536398384832513,Wed Jul 25 02:06:52 +0000 2012,The_Rory_12,false,"Assistant coach at Northern Nevada Baseball Club, and lift ops at Northstar. WJU 18 😎⚾️🏂",1704,300,325,1,,Rory Petersen ⚾️,The_Rory_12,1122,,,false
"139.7649675,35.6662117",Fri Jul 24 04:36:53 +0000 2020,rebrand,,https://www.instagram.com/p/CDAvvsOnkTa/?igshid=c79fepaji13y,0,1286520707921457152,,,,en,"Chuo-ku, Tokyo",false,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","Time for a #rebrand! Ginza Studio has RELOCATED to Aoyama! Back in june, due to coronavirus, I moved the studio to a new location in Aoyama, near Omotesando station. Same business model remains! Come on by and make… https://t.co/cS9WZ5hqDM",https://twitter.com/phx787/status/1286520707921457152,Sun Jun 22 04:37:04 +0000 2014,phx787,false,#CBJ stan. I am the Minister of Propaganda for the great Empire of Ohio. #JoJo2020 #GoodVibesOnly,149107,813,901,55,"Danktown, Tokyo",Zach :D,phx787,77577,,http://www.youtube.com/user/phx787,false
"-74.0064,40.7142",Fri Jul 24 04:50:38 +0000 2020,,,https://www.instagram.com/p/CDAxUPZjW2r/?igshid=1xhiywlwafd5t,2,1286524168935100418,,,,en,"Manhattan, NY",true,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>",Lockdown day 122: short drive to pickup my absolute favorite beer @otherhalfnyc. Also had lunch japanvillagebrooklyn was a bonus! Enjoyed summer Brooklyn vibes @industrycity.… https://t.co/muwmOcIl8q,https://twitter.com/MartiniKaneko/status/1286524168935100418,Sat Dec 26 01:31:03 +0000 2009,MartiniKaneko,false,NY住み・ボストンと千葉県出身・箏曲三味線ボーカリスト。丑三つ時のネオ序破急クリエイター。カオスなバランスで糸を鳴らし唄をうたう。東京藝術大学 邦楽科2000年度卒/Berklee College of Music 2006 Instagram@martinikaneko,2398,489,823,19,"New York, NY",マティーニ金子 Sumie Kaneko,MartiniKaneko,6790,,http://sumiekanekomusic.com,false
"-123.14309753,49.28605729",Fri Jul 24 05:17:43 +0000 2020,sunset waves surf beach englishbay mothernaturerocks musictomysoul mindbodysoul metime selfcare socialdistancing,,https://www.instagram.com/p/CDAz4vmhYGC/?igshid=1dhwjmyp0bdqa,0,1286530983731372032,,,,en,"Vancouver, British Columbia",false,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>",Going with the Flow! Sideways Wake From FalseCreek Rocks and Rolls Along the Beach! #sunset #waves #surf #beach #englishbay #mothernaturerocks #musictomysoul #mindbodysoul #metime #selfcare #socialdistancing… https://t.co/Z7jJ7Igw6N,https://twitter.com/tgmcclean/status/1286530983731372032,Tue Mar 12 18:51:43 +0000 2013,tgmcclean,false,,3471,74,64,125,,Thomas McClean,tgmcclean,9773,,,false
"-103.20425861,44.10256029",Fri Jul 24 05:28:08 +0000 2020,MniLuzahanTiospaye,,https://www.instagram.com/p/CDA1nFbFubM/?igshid=m6t93bb457as,0,1286533605238300672,,,,en,"Rapid City, SD",false,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>",hesapavote2020  @ThipiziwinYoung @haipazaza Wopila for your donations of medicines and handcrafted soaps and shampoo bars for the meals for relatives covid-19+ Rapid City Community Response #MniLuzahanTiospaye… https://t.co/wkbdUesOdc,https://twitter.com/1woman1nation/status/1286533605238300672,Sun Mar 15 03:00:13 +0000 2009,1woman1nation,false,"Founder | HeSapa Voter Initiative, an urban Indian civic effort focused on COVID-19 Community Response & November Election #HeSapaVote2020 #MSAW #LandBack",1115,252,834,0,"Lakota Country, Rapid City, SD",Natalie,1woman1nation,5131,,,false
